顶点1,Unnamed: 1,Unnamed: 2,顶点2,Unnamed: 4,Unnamed: 5
X,Y,Z,X,Y,Z
-5000,-460.898289390296,-273.23245049489,-3512.12594512394,-404.979103320158,-500
-5000,-192.583780408597,50.2861991895686,-826.711283177028,226.126989945019,-500
-5000,-143.414420351492,218.690227529327,-3181.83808795686,151.850100006258,318.205894642448
-5000,-31.8043625940113,-200.10393428969,-1929.53238410003,108.400845346282,-0.786882742922217
-5000,-24.3939133305471,-161.974770248318,-2024.41608957997,-500,-313.165070078707
-5000,-14.0725596141766,281.931898702774,-2323.38920016757,-71.012294660458,297.870754283097
-5000,-10.9123393011085,138.872240038616,-3449.63264509039,-144.842051888255,171.715758761894
-5000,85.6463529482064,-446.561220389142,-4173.94384524883,33.2672984059111,-500
-5000,270.675162840378,-248.900081210053,-3079.42375967721,104.273670959877,-500
-5000,300.316348054142,115.435676374726,-3128.15310165583,291.66119757681,218.054960707695
-5000,307.50626190705,-131.057049605648,-1958.79173514694,114.169942843126,-325.954298674494
-4850.28126750738,82.5010658474648,-222.18011252894,147.723911234192,170.890609581654,-332.323300384175
-4467.83177333225,246.977030225627,3.06238206404549,-1537.93061123045,500,398.703158402811
-4320.97782889831,-411.653921511031,368.315645023836,669.713064161411,-154.034754426643,205.10787964038
-4173.94384524883,33.2672984059111,500,-472.203575007085,-201.454825993499,260.529013263423
-3571.27624542796,181.81815690851,361.831173792362,1420.41208784988,34.5184054987683,114.141112117339
-3512.12594512394,-404.979103320158,500,-2423.27820374441,-364.056634612063,334.048229225033
-3511.51171165783,-474.333842855282,-463.533330394968,1481.8651122767,-242.86501776371,-351.238730327768
-3146.96746839665,225.856272683375,291.56159429546,546.17566633094,500,-275.882596484106
-3079.42375967721,104.273670959877,500,-1082.80722210092,-68.7160618039392,238.958423042966
-2678.97911623744,295.087071499692,-78.7997608836554,2315.72959335963,490.579233198023,-199.910127862549
-2599.08594733317,251.652420635587,359.197054551838,-1767.0938703176,265.608771579383,500
-2129.21351112502,-106.724183165754,-366.358988906297,1319.672058946,-500,-292.919257117071
-1977.25732408147,66.8052381259813,-477.030271691909,2995.23503720289,342.918909852125,-31.9674028131336
-1838.56689459812,294.257902005536,-367.771364687737,3100.77004810686,216.528673349028,404.82732379311
-1779.52317608205,-232.026520024825,339.790039270438,3220.45837798502,-243.703331153308,346.726253723034
-1767.0938703176,265.608771579383,-500,2330.14014502607,334.338315281425,193.399172285622
-1537.93061123045,-500,398.703158402811,-787.781102731041,-435.217931966297,500
-1028.3713146442,-236.936150294581,-334.043480856211,3965.06458500721,-14.6318438933278,-206.847917144566
-787.781102731041,-435.217931966297,-500,469.148871894181,-326.670872737188,-330.269786094952
-568.823774163553,-394.401820150427,-168.577848702974,4417.58197113286,-166.578870825741,120.998474631548
-432.469545625651,360.992158632394,471.374228106842,621.587310787169,500,411.795323271371
-134.813541478156,-364.233142148315,427.977499036112,4824.09874614606,143.9163178571,39.4249930014681
74.4923033113464,-195.552670819329,257.81445243288,5000,-202.252076122608,260.705860635612
546.17566633094,-500,-275.882596484106,1781.789933439,-408.279780026563,-465.73230236791
621.587310787169,-500,411.795323271371,4516.84438459055,13.7021538326212,191.622047894531
1319.672058946,500,-292.919257117071,2837.48166982183,326.924436201642,-260.599387853466
1570.02897422356,285.388425939953,66.2105465060182,5000,-10.9123393011085,138.872240038616
1879.39697294925,314.745567026607,-55.6435126372199,5000,300.316348054142,115.435676374726
1890.0050389208,351.530906345968,48.4670910637461,2804.23899723811,500,98.5069701618498
2637.2097979401,450.300306673203,86.8814599264067,3959.59822010861,500,-114.664350356616
2677.83036353717,35.3271229399666,268.103692349086,5000,-14.0725596141766,281.931898702774
2804.23899723811,-500,98.5069701618498,5000,-143.414420351492,218.690227529327
3061.45554268653,430.743809973119,-6.82452456142613,5000,307.50626190705,-131.057049605648
3086.14091355992,-119.195940929906,-324.34062977212,5000,-31.8043625940113,-200.10393428969
3092.13444207282,280.552107085691,-65.0355561569352,5000,-24.3939133305471,-161.974770248318
3959.59822010861,-500,-114.664350356616,5000,-460.898289390296,-273.23245049489
3977.58135981847,359.25898652865,-115.227055308326,5000,270.675162840378,-248.900081210053
4430.2932292045,-249.743104160598,125.407235577456,5000,-192.583780408597,50.2861991895686
